None	AALB	ACEP	AGAM	AMEL	BMOR	BTAB	BTER	CNAS	CSOL	DANA	DARI	DBIA	DBIP	DBUS	DELE	DERE	DEUG	DGRI	DGUA	DHYD	DKIK	DMEL	DMIR	DMOJ	DNAV	DNOV	DOBS	DPER	DPLE	DPSE	DRHO	DSER	DSIM	DSUZ	DTAK	DVIR	DWIL	DYAK	GMEL	HKAH	MPHA	MSAC	NVIT	OBIR	PPOL	PXUT	SLEB	TCAS	TRNI	DSEC
LOC108015308|XP_016937176.1|DSUZ	554.0999999999999	384.8	179.9	359.0	482.6	412.5	365.5	575.9	328.2	1214.5	1011.9	1484.5	1210.3	1054.7	1300.8	1379.8	1364.4	1071.6	1129.0	1037.3	1234.9	1376.7	1144.8	1010.7	1037.3	969.1	1147.5	1138.6	479.2	1140.6	1397.9	1273.1	1328.2	1642.5	1293.5	971.5	1042.0	1332.4	506.9	500.4	369.0	377.9	383.6	368.2	458.4	459.9	1050.8	388.3	467.6	1381.7
LOC108005384|XP_016924134.1|DSUZ	218.8	0	224.6	0	0	172.9	0	228.2	0	423.7	410.6	630.2	435.3	349.0	479.6	526.2	537.0	409.5	427.9	417.9	492.3	532.3	442.2	410.2	410.2	425.6	439.5	442.2	0	438.0	508.8	403.7	508.4	701.4	502.3	427.9	0	501.1	0	0	0	0	0	0	0	0	407.1	208.0	0	500.0
LOC108008105|XP_016927384.1|DSUZ	106.3	0	0	88.6	0	0	83.6	0	0	421.4	297.7	524.6	409.1	295.4	505.4	490.7	473.0	276.75	328.9	315.1	423.3	490.0	327.6	293.9	292.4	304.3	326.2	331.6	0	328.2	512.7	414.8	498.4	549.3	525.0	307.8	295.4	500.7	0	0	0	0	0	84.7	0	0	289.3	58.5	0	492.7
LOC108013420|XP_016934774.1|DSUZ	0	0	0	0	0	0	0	0	0	161.0	0	228.4	156.8	0	187.2	191.4	189.9	0	170.2	0	140.2	184.9	163.7	0	0	0	135.2	162.9	0	160.2	181.4	118.62	196.1	256.5	201.1	0	135.2	209.1	0	0	0	0	0	0	0	0	0	0	0	195.7
LOC108016485|XP_016938639.1|DSUZ	313.5	262.9	308.9	265.4	280.4	260.4	265.4	315.5	288.9	375.2	375.9	376.3	375.2	373.2	375.2	372.9	371.7	373.2	303.5	375.9	376.3	372.9	376.3	375.9	375.9	374.4	376.3	375.52500000000003	289.7	376.3	375.2	376.3	372.9	376.3	376.3	374.4	372.9	375.2	288.5	288.5	261.15	279.45000000000005	268.9	265.0	289.7	290.0	367.9	275.8	288.5	372.9
LOC108019712|XP_016943100.1|DSUZ	201.4	123.6	171.0	129.8	48.7	112.5	133.7	160.2	71.2	535.4	461.1	738.4	535.4	483.8	672.9	652.9	653.3	437.6	473.0	478.4	559.7	657.5	474.9	459.5	462.2	478.4	472.6	477.2	115.2	476.5	659.8	573.2	664.5	795.8	693.0	482.3	452.6	669.8	104.4	100.5	135.6	0	125.75	133.3	112.1	113.6	425.2	139.8	124.4	659.8
LOC108021507|XP_016945749.1|DSUZ	263.5	187.6	260.0	179.5	217.2	170.6	174.1	219.9	191.4	332.4	310.8	342.0	329.3	313.5	342.0	335.9	340.9	323.2	322.8	310.5	323.2	336.7	321.6	309.3	310.5	317.0	324.7	322.8	225.7	322.0	321.05	326.6	336.7	342.0	342.0	317.8	321.6	334.0	216.9	221.1	177.9	199.9	191.0	197.2	216.5	214.9	308.9	245.7	203.8	336.7
LOC108005372|XP_016924119.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	226.1	0	0	57.4	119.4	120.2	0	0	0	0	112.5	0	0	0	0	0	0	0	0	87.0	0	115.2	261.5	197.6	0	0	136.3	0	0	0	0	0	0	0	0	0	0	0	113.2
LOC108012043|XP_016932812.1|DSUZ	82.4	0	80.9	0	72.8	0	63.2	70.9	57.8	240.0	210.3	247.7	241.1	208.0	247.3	241.9	244.2	214.9	213.8	212.6	235.0	245.4	206.1	210.3	210.3	217.2	215.3	206.8	73.9	207.2	244.6	235.3	241.5	247.7	244.6	217.2	221.9	242.3	61.6	80.9	0	43.9	0	0	79.7	77.0	208.0	72.4	84.0	243.8
LOC108015156|XP_016936922.1|DSUZ	115.9	0	119.4	0	0	0	0	125.6	0	304.7	256.1	440.3	361.3	247.3	368.6	430.6	432.2	303.5	214.5	248.1	307.8	435.3	246.9	236.5	259.2	270.0	196.8	247.3	0	247.3	405.2	275.8	414.8	498.0	379.0	289.3	226.9	426.0	0	0	0	0	0	0	0	0	177.39999999999998	47.8	49.7	426.4
LOC108019596|XP_016942927.1|DSUZ	256.1	141.2	223.4	0	205.3	186.4	177.9	251.1	177.2	711.8	330.65000000000003	753.8	379.40000000000003	347.65000000000003	736.1	732.3	731.1	630.2	672.5	348.2	701.8	729.2	674.45	331.09999999999997	332.25	353.45	689.5	699.1	177.6	699.1	729.6	698.7	728.8	772.3	751.1	354.35	641.3	727.6	137.5	193.0	140.4	107.25	184.1	180.6	193.0	107.60000000000001	636.7	202.2	130.95	723.8
LOC108013529|XP_016934915.1|DSUZ	250.75	187.6	279.3	169.5	233.4	146.75	174.9	241.1	158.3	407.9	352.1	468.8	183.1	334.3	265.0	444.5	452.6	350.5	377.5	352.1	239.75	448.0	384.4	349.4	352.4	354.4	226.85	385.6	249.2	385.6	449.5	396.7	450.3	483.0	452.6	355.1	337.0	448.0	228.8	224.9	188.0	220.3	214.2	187.6	235.0	237.3	334.0	261.2	225.3	449.1
LOC108021486|XP_016945716.1|DSUZ	525.4	313.2	512.7	404.4	342.8	338.2	402.9	468.8	399.1	682.2	651.0	703.7	677.2	632.1	699.1	692.2	690.3	641.0	656.4	646.7	683.3	692.2	671.4	651.0	651.0	649.0	657.9	662.1	357.5	673.3	593.0	669.1	689.5	705.7	698.4	649.0	671.4	677.9	324.7	332.0	403.3	388.3	402.9	402.5	191.8	331.6	644.4	437.6	342.0	692.2
LOC108020880|XP_016944769.1|DSUZ	0	0	0	0	0	0	0	0	0	109.0	0	178.7	102.1	0	0	120.9	144.1	0	102.8	0	107.5	136.7	100.9	0	0	0	107.1	96.3	0	94.0	132.1	109.8	131.3	216.9	156.4	0	76.6	141.0	0	0	0	0	0	0	0	0	55.1	0	0	135.6
LOC108006646|XP_016925670.1|DSUZ	97.1	89.7	90.9	93.6	81.3	83.6	93.6	89.0	84.0	134.8	136.7	161.8	138.7	132.9	156.4	155.6	146.7	135.6	147.5	141.0	141.0	156.8	147.5	49.588	134.8	137.5	147.5	147.5	84.0	147.5	151.8	144.4	156.8	163.7	163.7	137.5	123.2	154.5	86.65	88.6	93.2	46.2	75.9	79.3	81.3	81.3	132.9	92.0	86.7	153.7
LOC108020146|XP_016943735.1|DSUZ	194.9	120.9	134.8	125.9	120.9	124.0	128.3	0	0	1749.9	1532.7	2064.7	1728.8	1359.0	1994.9	2001.5	1956.4	1410.6	1709.5	1513.0	1830.1	1992.2	1682.9	1528.5	1511.9	1558.1	1678.3	1686.4	95.5	1686.4	1952.2	1817.4	1996.9	2217.2	1952.2	1542.7	1478.4	1993.0	116.7	88.2	123.2	84.7	131.7	122.9	124.0	124.0	1337.8	0	117.1	1989.2
LOC108015471|XP_016937391.1|DSUZ	0	40.0	0	44.7	0	45.8	47.8	70.5	0	287.7	255.4	329.7	289.3	251.1	307.8	291.6	315.8	258.8	287.0	265.4	305.8	290.4	285.0	257.3	256.1	258.8	282.7	286.6	0	286.6	310.8	306.2	295.0	342.8	300.4	259.6	255.4	180.3	0	0	44.7	0	40.8	46.6	0	0	273.1	0	0	284.3
LOC108006753|XP_016925793.1|DSUZ	312.4	300.8	290.8	285.8	303.5	164.96666666666667	297.0	341.3	276.6	589.7	554.7	610.9	596.3	562.0	604.7	611.3	611.3	573.5	583.2	570.5	600.9	590.9	585.1	554.7	544.3	570.1	585.1	585.1	310.8	585.1	604.4	582.5999999999999	590.5	613.6	603.6	570.1	570.1	610.1	306.6	300.8	0	241.9	283.1	297.7	302.0	302.0	557.8	293.5	309.7	589.0
LOC108019928|XP_016943530.1|DSUZ	106.3	82.0	96.3	94.4	92.8	85.1	90.9	120.9	69.7	236.5	219.2	292.7	219.2	207.2	290.8	274.6	281.6	204.5	229.6	228.8	251.9	271.9	233.0	219.5	222.2	218.4	223.8	232.3	90.5	232.3	282.3	241.1	269.6	307.8	297.7	214.2	196.4	267.7	93.6	97.1	87.4	0	80.9	82.8	0	0	173.3	93.2	87.0	268.1
LOC108017007|XP_016939449.1|DSUZ	0	52.4	0	0	0	45.8	0	81.3	45.1	285.4	228.4	1167.1	226.9	186.4	677.9	789.6	572.8	225.7	202.2	238.8	470.3	459.70000000000005	252.7	230.3	211.1	168.9	221.5	252.3	0	257.3	781.2	520.8	601.3	1410.2	859.8	158.7	406.8	760.0	0	0	54.3	54.3	50.8	0	0	0	211.8	0	0	573.15
LOC108015059|XP_016936788.1|DSUZ	62.4	0	0	0	0	0	0	0	0	1017.3	952.2	1131.3	1018.8	949.1	1076.6	1052.7	1089.7	997.7	1040.4	976.1	1068.9	1083.9	1041.2	952.2	948.3	963.4	1043.5	1042.3	0	1043.5	1076.2	1084.3	1056.2	1150.2	1094.7	968.4	1000.7	1072.0	0	0	0	0	0	0	0	0	953.0	42.0	0	1081.6
LOC108020887|XP_016944779.1|DSUZ	159.8	0	0	0	0	0	0	124.4	0	1651.0	836.3	2754.9	1629.0	694.9	2190.2	2208.3	2308.1	730.3	1203.3	878.6	1683.3	2162.9	1133.2	855.1	835.1	962.2	1137.5	1129.8	0	1146.7	2408.3	1655.6	2146.3	3261.5	2411.3	924.1	968.4	2304.6	0	0	0	0	0	0	0	0	891.7	57.4	0	2158.6
LOC108020999|XP_016944955.1|DSUZ	101.3	0	99.4	0	63.5	0	0	73.9	0	561.2	0	880.6	604.7	159.5	812.0	807.0	862.1	141.7	172.2	142.1	537.0	854.4	186.0	147.1	115.5	117.1	0	213.4	52.8	214.2	803.5	535.0	836.3	1154.4	952.6	104.8	213.0	817.0	61.2	59.3	0	0	0	42.4	0	60.5	161.0	0	63.5	779.2
LOC108016921|XP_016939336.1|DSUZ	789.2999999999998	694.5	793.5	684.1	593.2	696.8	684.1	813.5	690.3	892.9	880.2	901.7	888.3	878.2	889.8	898.3	906.0	873.2	886.3	0	897.1	900.6	884.0	880.2	878.2	876.7	883.2	654.6	672.5	884.0	897.5	893.3	898.7	910.6	905.6	876.7	897.5	900.2	682.6	674.9	694.5	697.2	682.2	691.8	693.0	695.7	886.3	694.5	676.0	898.7
LOC108016275|XP_016938395.1|DSUZ	0	0	0	0	0	0	0	0	0	217.2	166.0	293.9	201.4	161.4	255.0	278.1	253.1	174.1	194.1	169.9	228.8	281.2	197.6	166.0	166.0	168.3	207.6	205.7	0	205.7	214.95	222.2	276.6	333.2	298.5	166.8	174.1	270.4	0	0	0	0	0	0	0	0	149.1	0	0	276.9
LOC108015857|XP_016937914.1|DSUZ	915.2	716.1	903.3	721.5	718.0	647.9	736.1	851.3	736.1	1239.2	1183.7	1352.4	1222.2	1154.0	1293.1	1330.5	1321.2	1162.5	1236.5	1176.0	1126.3000000000002	1340.5	1231.9	1186.8	1185.6	1182.9	1242.3	1230.7	699.9	1230.7	1322.0	1120.75	1342.4	1364.0	1332.0	1177.5	1184.5	1339.7	682.6	680.6	699.5	533.1	718.4	711.1	701.4	707.6	1146.0	711.4	701.4	1339.7
LOC108013373|XP_016934682.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	117.1	54.7	0	98.6	77.4	104.8	0	0	0	79.3	99.0	0	0	0	0	0	0	0	0	0	80.5	103.6	158.3	108.6	0	0	97.1	0	0	0	0	0	0	0	0	0	0	0	75.1
LOC108019315|XP_016942625.1|DSUZ	0	0	0	0	0	0	0	0	0	116.3	89.7	220.7	139.4	42.0	229.9	208.4	322.0	96.7	141.7	89.4	120.6	238.0	114.0	85.9	69.9	134.8	125.2	129.4	0	84.75	211.8	170.2	229.9	585.5	348.2	125.9	106.3	217.6	0	0	0	0	0	0	0	0	62.8	0	0	187.6
LOC108020337|XP_016943979.1|DSUZ	0	0	0	0	0	0	0	0	0	148.3	62.4	174.9	146.7	45.1	151.0	159.8	160.2	47.4	66.2	54.3	134.0	161.8	74.3	59.7	57.8	65.5	57.4	75.9	0	74.3	169.1	134.4	161.8	188.0	163.7	72.0	49.7	169.1	0	0	0	0	0	0	0	0	47.0	0	0	161.4
LOC108009348|XP_016929128.1|DSUZ	97.8	60.1	71.25	51.6	0	0	61.2	60.25	0	539.3	260.0	630.6	527.3	213.4	584.3	646.4	614.0	264.6	378.6	318.2	0	622.1	351.1	280.8	262.7	278.5	398.85	360.5	0	358.2	600.1	501.9	607.8	760.4	589.7	301.2	279.3	622.1	0	0	59.3	0	57.0	56.6	0	0	323.6	47.8	0	632.5
LOC108021227|XP_016945317.1|DSUZ	393.7	224.6	416.4	202.6	201.8	180.3	237.3	485.3	207.2	1271.5	1115.9	1437.9	1270.4	1049.7	1327.0	1153.3	1292.7	1084.7	1223.8	762.0999999999999	1214.1	1040.8	1233.8	1114.8	1107.8	1132.9	1227.6	1232.2	209.1	1230.7	1350.5	1157.1	692.0	1471.1	1393.3	1112.4	1026.5	1104.4	209.5	198.4	201.8	250.8	190.7	227.3	201.1	186.8	984.9	223.4	203.4	428.9333333333334
LOC108007207|XP_016926330.1|DSUZ	246.1	241.9	182.6	226.9	0	207.2	248.1	258.8	231.1	730.7	643.3	847.8	735.3	612.5	810.8	824.3	839.0	625.9	668.3	627.5	762.3	828.2	676.8	639.8	638.3	651.0	667.9	676.8	0	675.6	813.1	771.9	825.9	882.1	842.0	652.1	629.4	825.1	0	0	244.6	151.8	230.3	231.9	0	0	641.3	79.35	87.4	825.9
LOC108012345|XP_016933182.1|DSUZ	1138.25	892.1	1148.3	925.6	874.4	842.4	919.5	1174.8	904.0	1751.9	1620.1	1849.7	1750.3	1599.3	1825.8	1824.3	1827.0	1562.0	1669.8	1626.3	1775.4	1801.6	1672.1	1625.5	1599.7	1644.0	1659.8	1651.7	846.7	1679.5	1745.7	1787.7	1799.3	1865.5	1843.6	1644.4	1588.5	1797.3	884.8	881.7	909.8	874.0	937.6	918.7	859.4	864.8	1627.8	977.2	872.8	1800.8
LOC108021555|XP_016945813.1|DSUZ	447.6	0	416.0	251.1	345.5	170.2	254.6	326.2	0	752.3	715.7	855.9	747.7	705.3	824.7	815.1	825.9	707.6	761.5	708.0	773.9	800.4	770.8	720.7	710.7	706.1	764.2	769.6	310.1	769.2	819.7	765.4	809.7	894.0	832.8	705.3	745.3	807.4	334.0	335.1	260.8	197.2	245.7	263.1	319.7	314.7	709.1	325.1	337.4	809.7
LOC108008664|XP_016928044.1|DSUZ	0	0	0	0	0	0	0	0	0	90.5	77.4	256.5	83.2	65.5	184.5	193.0	208.8	65.1	92.0	88.2	105.1	159.5	93.05000000000001	79.0	85.9	90.5	86.05	87.8	0	89.0	214.2	153.7	118.26666666666665	335.5	245.7	89.4	86.7	187.6	0	0	0	0	0	0	0	0	80.9	0	0	147.42727272727274
LOC108004675|XP_016923146.1|DSUZ	636.55	586.3	620.9	581.3	531.2	444.5	583.9	582.4000000000001	534.3	706.1	755.7	926.4	802.0	755.0	867.1	872.5	893.3	587.4	794.3	752.7	819.3	867.8	797.0	759.2	761.1	766.1	795.4	797.3	504.2	797.3	868.2	824.7	875.9	964.9	887.9	766.1	751.5	873.2	475.7	445.8333333333333	585.1	546.2	572.4	564.3	222.2	513.5	762.3	590.5	526.2	876.7
LOC108016165|XP_016938275.1|DSUZ	281.6	103.80000000000001	279.6	94.4	98.6	117.5	150.6	0	0	622.9	535.0	663.3	624.0	552.0	612.8	660.6	662.1	553.5	597.4	562.4	658.7	665.2	601.7	552.0	534.6	567.4	597.0	597.8	138.3	599.7	664.5	649.4	652.5	709.1	610.5	566.6	524.2	643.7	133.3	118.6	102.25	143.3	0	165.2	119.8	114.8	562.0	195.3	122.5	665.2
LOC108005454|XP_016924235.1|DSUZ	272.3333333333333	176.0	165.6	176.4	150.6	141.7	176.0	248.4	199.5	694.5	665.2	937.9	609.4	602.8	766.1	828.6	886.3	582.0	614.8	663.3	730.7	753.8	596.7	663.7	660.6	672.2	615.1	612.1	167.9	607.1	865.5	728.4	763.1	974.2	867.1	671.0	688.3	814.7	137.5	170.2	178.3	95.5	181.8	168.3	166.4	167.9	659.8	182.6	155.2	761.5
LOC108017126|XP_016939579.1|DSUZ	597.6500000000001	483.4	549.3	459.9	177.6	379.0	459.9	632.9	128.3	1305.4	1130.2	1356.7	1260.4	1071.6	1363.2	1383.6	1402.9	1141.7	1182.5	960.85	1290.4	1365.1	1168.7	1125.9	1102.0	1162.5	1168.3	1162.5	151.8	1161.4	1437.9	1291.9	1393.6	1504.2	1412.9	1161.4	1123.6	1091.0500000000002	94.15	108.6	448.0	330.1	479.6	503.8	201.8	210.7	1126.3	498.8	95.7	1374.0
LOC108006353|XP_016925363.1|DSUZ	211.8	176.0	236.5	171.8	204.1	167.5	185.3	199.5	158.7	550.4	493.8	656.0	502.7	0	589.7	614.4	607.1	470.3	523.9	494.2	497.3	620.2	508.8	493.0	495.0	499.2	503.1	510.8	177.2	505.8	578.9	485.7	619.8	671.8	599.4	499.2	414.1	621.3	166.8	176.0	181.4	130.2	183.7	177.6	142.1	144.1	488.0	201.4	174.9	612.8
LOC108006133|XP_016925076.1|DSUZ	41.6	0	0	0	0	0	0	0	0	50.8	80.1	191.0	70.5	49.7	163.7	180.3	181.8	85.5	135.2	86.3	150.2	180.6	127.9	78.6	77.0	99.4	106.3	82.0	0	85.1	191.4	152.5	178.3	209.9	198.7	97.8	109.4	137.5	0	0	0	0	0	0	0	0	87.4	0	0	178.3
LOC108009660|XP_016929670.1|DSUZ	557.75	471.5	574.3	482.3	0	486.5	472.6	535.4333333333333	451.45000000000005	859.4	675.6	980.3	867.5	726.9	879.4	912.1	945.3	682.9	764.2	664.5	819.7	918.3	741.9	674.1	674.5	708.8	450.5	750.7	0	751.1	902.5	837.8	917.1	1027.7	957.2	710.3	760.0	915.2	0	0	470.3	345.5	480.7	462.2	0	0	734.2	479.2	0	882.1
LOC108020863|XP_016944748.1|DSUZ	0	0	0	0	0	0	0	0	0	179.9	100.9	260.0	178.3	0	250.0	255.0	251.5	100.9	142.5	103.2	198.0	267.7	160.6	95.5	81.6	99.8	139.0	164.5	0	159.1	169.45000000000002	216.9	265.4	293.5	276.2	100.5	120.2	263.5	0	0	0	0	0	0	0	0	0	0	0	260.4
LOC108005756|XP_016924572.1|DSUZ	124.35000000000002	135.6	118.7666666666667	139.65	121.35	134.8	138.10000000000002	112.19999999999999	137.1	403.7	271.6	672.5	398.7	298.1	592.4	620.2	628.6	283.5	337.0	264.2	374.75	586.6	303.15	271.6	274.6	271.2	353.2	300.85	124.8	346.3	615.1	373.6	578.9	849.0	627.1	266.2	337.8	634.4	70.1	124.8	126.15	130.15	136.15	138.05	123.05	123.25	344.0	138.85	179.5	581.6
LOC108008772|XP_016928159.1|DSUZ	0	0	0	0	0	0	0	0	0	184.9	169.9	198.7	185.7	164.9	193.0	195.7	196.4	170.6	170.2	169.9	189.5	195.7	170.2	170.6	169.1	166.8	170.2	170.2	0	170.2	194.5	191.4	195.7	198.7	197.2	166.8	167.9	194.5	53.56666666666666	66.2	0	45.4	0	0	0	0	164.9	0	0	195.7
LOC108015515|XP_016937466.1|DSUZ	622.1	497.65	630.6	501.55	589.3	560.5	504.25	589.7	519.2	755.0	726.5	802.7	736.1	748.4	790.8	786.2	788.1	726.9	749.2	710.7	765.8	774.2	751.9	725.3	722.2	727.2	747.3	751.5	285.25	751.5	785.4	776.2	773.9	812.0	793.9	727.6	748.4	780.8	594.0	595.5	507.3	495.7	285.625	507.85	589.3	588.2	713.0	627.5	590.5	774.2
LOC108012884|XP_016933868.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	40.0	0	0	0	43.5	0	0	0	0	0	40.4	0	0	0	0	0	0	0	0	0	0	40.4	63.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108008056|XP_016927330.1|DSUZ	84.35	0	0	0	0	0	0	110.2	0	346.7	247.7	397.9	331.3	263.5	375.6	379.4	385.2	265.4	337.4	241.9	359.8	370.9	340.1	246.5	248.1	258.1	338.2	345.9	0	345.9	371.7	355.1	364.0	430.6	401.0	261.9	306.6	380.2	0	53.1	0	0	57.8	0	0	0	290.4	0	54.7	367.1
LOC108008329|XP_016927643.1|DSUZ	103.6	59.3	0	58.9	43.5	54.3	61.2	79.0	0	365.5	162.2	424.5	374.8	222.6	411.4	396.7	416.0	207.6	346.3	199.5	375.6	362.1	342.25	196.4	174.5	203.8	341.1	351.3	45.8	349.4	417.2	358.2	401.0	434.1	425.6	223.0	251.9	405.6	0	44.7	53.9	0	63.5	61.6	44.7	45.1	247.3	0	43.9	400.2
LOC108016374|XP_016938507.1|DSUZ	62.13333333333333	0	53.5	0	0	0	0	0	0	336.7	256.1	437.6	321.6	236.5	367.5	434.1	427.9	214.2	282.0	269.2	310.8	425.6	283.1	256.1	250.8	270.0	255.8	286.6	0	286.6	413.3	299.3	425.2	464.5	433.0	270.0	213.4	431.0	0	0	0	0	0	0	41.2	41.2	199.1	0	0	427.2
LOC108008667|XP_016928048.1|DSUZ	0	0	0	0	0	0	0	0	0	414.1	343.2	872.1	393.3	280.0	599.0	632.1	676.4	348.2	416.4	327.4	513.8	627.5	277.97727272727275	345.9	366.7	344.7	417.2	365.2	0	373.6	560.8	492.3	609.4	952.6	677.2	346.3	330.9	599.7	0	0	0	0	0	0	0	0	322.4	0	0	612.1
LOC108011562|XP_016932219.1|DSUZ	459.15	284.6	450.3	389.4	392.5	408.7	203.95	434.9	394.8	508.1	511.5	303.34999999999997	293.15	509.6	225.86666666666665	528.1	301.20000000000005	500.0	504.2	510.4	520.4	529.6	510.4	510.0	511.5	507.7	218.79999999999998	510.4	283.9	510.4	526.6	305.79999999999995	529.6	698.0	530.8	508.1	507.3	529.6	379.8	373.2	399.8	398.7	402.5	400.2	375.2	381.3	505.4	401.4	379.0	529.6
LOC108011552|XP_016932207.1|DSUZ	327.0	297.7	328.2	271.2	313.2	297.7	302.4	331.6	282.7	639.4	343.2	714.5	644.0	577.0	396.75	656.8	669.1	541.2	580.9	548.9	666.8	642.1	577.0	541.2	546.6	548.1	601.7	569.3	318.2	580.9	395.55	651.7	677.2	741.9	698.4	547.0	572.0	681.8	273.9	338.6	292.0	257.3	322.0	287.3	308.1	206.3	541.6	337.8	326.2	663.3
LOC108007448|XP_016926599.1|DSUZ	1893.4	1702.6	1865.5	1696.8	1696.8	1701.4	1692.6	1890.9	1695.2	2197.5	2200.6	2234.9	2198.7	2193.3	2231.8	2225.7	2232.6	2208.3	2208.3	2208.3	2219.9	2228.4	2209.5	2201.8	2197.9	2207.9	2207.2	2209.5	1718.4	2209.5	2230.7	2219.9	2228.4	2234.9	2231.4	2207.9	2202.6	900.2	1710.7	1694.5	1694.9	1511.9	1694.5	1706.8	1711.4	1719.5	2190.6	1666.4	1720.7	2227.6
LOC108008874|XP_016928267.1|DSUZ	0	0	0	0	0	0	0	0	0	59.3	0	174.9	61.2	50.8	125.6	75.5	120.2	0	0	51.2	0	89.4	0	0	0	41.2	52.4	0	0	0	120.9	0	84.7	256.1	161.4	41.6	42.7	69.7	0	0	0	0	0	0	0	0	0	0	0	85.9
LOC108020292|XP_016943909.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	164.1	0	0	132.9	103.6	124.0	0	0	0	0	102.4	78.6	0	0	0	0	75.9	0	77.4	98.6	98.2	81.6	179.5	149.1	0	0	101.7	0	0	0	0	0	0	0	0	0	0	0	85.5
LOC108005331|XP_016924052.1|DSUZ	435.6	396.4	430.3	397.9	379.0	380.2	394.8	433.3	383.6	575.1	548.5	621.3	570.5	543.9	589.3	601.3	607.4	543.9	573.5	535.0	563.9	594.0	572.8	548.5	540.8	565.1	569.3	572.8	380.2	571.6	589.3	576.6	599.0	642.1	597.8	555.4	504.6	592.0	374.4	379.4	393.3	0	349.4	391.3	379.4	377.1	552.4	401.7	384.8	599.0
LOC108019070|XP_016942200.1|DSUZ	1033.5	767.7	889.0	791.6	414.05	733.8	794.3	1074.3	715.3	1811.6	1733.4	2065.4	1783.1	1704.9	1916.4	2005.3	2016.1	1693.7	1736.9	1691.4	1848.6	1904.8	1742.6	1677.1	1722.2	1710.3	1736.1	1744.6	795.4	1742.6	1995.7	1788.1	1916.7	2175.6	2020.4	1709.9	1725.3	1984.1	808.1	803.1	622.5	705.3	775.4	785.4	800.0	797.0	1631.7	849.7	775.8	1910.2
LOC108007452|XP_016926606.1|DSUZ	0	0	0	0	0	0	0	0	0	185.3	42.7	359.4	161.0	0	212.6	261.9	216.1	0	87.8	48.9	103.2	197.2	0	41.2	47.4	60.8	88.4	0	0	0	290.4	110.2	206.8	462.2	334.0	60.1	0	266.2	0	0	0	0	0	0	0	0	152.9	0	0	193.4
LOC108018679|XP_016941740.1|DSUZ	318.2	161.2	339.3	269.2	275.4	250.0	267.7	324.3	270.0	665.6	581.6	849.4	662.9	497.7	806.2	778.1	800.0	567.8	673.3	571.2	695.7	757.3	669.1	575.5	575.9	565.1	680.6	672.2	208.0	667.5	811.6	697.6	772.7	885.6	814.3	567.8	624.4	788.1	107.5	144.4	286.6	193.4	281.6	283.9	213.0	254.6	558.1	295.8	268.9	768.8
LOC108007833|XP_016927086.1|DSUZ	918.7	689.5	852.8	720.3	695.7	396.575	746.5	851.7	723.0	1414.4	1291.6	1491.9	1385.9	1270.8	1426.4	1441.4	1422.5	1301.2	1349.0	1302.0	1446.8	1439.1	1351.7	1300.4	1294.6	1325.1	1343.6	1349.0	736.5	1350.1	1465.7	1452.6	1427.9	1796.9	1479.2	1327.8	1306.2	1448.0	733.8	743.0	699.9	670.2	716.8	693.7	0	302.575	1292.3	734.15	735.5	1417.5
LOC108012153|XP_016932934.1|DSUZ	0	0	0	0	0	0	0	0	0	104.8	0	166.8	105.5	0	161.8	176.0	141.4	0	76.3	0	151.4	152.1	120.6	0	0	0	118.6	120.6	0	121.3	0	144.4	173.3	269.2	205.7	0	0	168.7	0	0	0	0	0	0	0	0	0	0	0	167.2
LOC108013377|XP_016934690.1|DSUZ	0	0	0	0	0	0	0	0	0	141.0	94.7	136.0	137.5	0	145.6	159.5	133.3	95.30000000000001	103.2	94.4	90.1	131.0	75.5	90.9	92.4	80.9	94.7	75.5	0	80.1	130.6	116.3	176.0	201.8	170.6	82.0	107.1	136.7	0	0	0	0	0	0	0	0	116.3	0	0	137.5
LOC108019177|XP_016942431.1|DSUZ	1341.6	1338.9	1287.3	1345.9	213.78571428571428	1308.9	1333.9	1404.0	1366.7	1852.4	608.2	2234.1	664.1	1921.4	2042.7	2124.0	2120.1	1936.0	1967.2	1214.7666666666667	2010.3	1991.1	1945.2	1914.8	1531.2	1927.1	1974.1	852.85	565.45	1978.0	2120.9	2011.1	2061.6	2243.0	2174.8	1928.7	1981.8	2123.2	1223.4	1238.4	1336.6	1218.8	1362.8	1334.7	1083.9	1162.5	1962.2	709.9000000000001	1166.4	2062.0
LOC108012890|XP_016933880.1|DSUZ	147.1	157.9	179.9	157.1	0	0	156.4	0	0	773.1	702.6	806.6	771.5	689.9	808.9	802.7	802.0	701.4	733.0	696.0	779.2	808.5	743.0	702.6	630.6	698.0	741.1	743.0	0	743.0	781.6	776.5	811.2	822.8	812.0	696.8	711.4	803.9	159.8	129.0	151.8	0	0	160.2	0	0	694.9	0	0	812.8
